date,symbol,close
2023-05-22,600036.SH,65.37
2023-05-23,600000.SH,111.0
2023-05-23,600519.SH,56.98
2023-05-23,000001.SZ,94.67
2023-05-23,300750.SZ,108.01
2023-05-23,601318.SH,57.68
2023-05-23,000858.SZ,105.57
2023-05-23,002594.SZ,65.51
2023-05-23,600036.SH,43.68
2023-05-24,600000.SH,78.77
2023-05-24,600519.SH,84.36
2023-05-24,000001.SZ,42.35
2023-05-24,300750.SZ,112.41
2023-05-24,601318.SH,93.48
2023-05-24,000858.SZ,76.76
2023-05-24,002594.SZ,51.76
2023-05-24,600036.SH,73.42
2023-05-25,600000.SH,71.3
2023-05-25,600519.SH,72.1
2023-05-25,000001.SZ,41.5
2023-05-25,300750.SZ,85.97
2023-05-25,601318.SH,102.38
2023-05-25,000858.SZ,86.78
2023-05-25,002594.SZ,73.47
2023-05-25,600036.SH,113.34
2023-05-26,600000.SH,75.71
2023-05-26,600519.SH,57.34
2023-05-26,000001.SZ,55.96
2023-05-26,300750.SZ,99.79
2023-05-26,601318.SH,119.36
2023-05-26,000858.SZ,87.48
2023-05-26,002594.SZ,105.66
2023-05-26,600036.SH,42.93
2023-05-29,600000.SH,45.29
2023-05-29,600519.SH,110.94
2023-05-29,000001.SZ,50.81
2023-05-29,300750.SZ,67.32
2023-05-29,601318.SH,114.15
2023-05-29,000858.SZ,111.21
2023-05-29,002594.SZ,102.29
2023-05-29,600036.SH,98.81
2023-05-30,600000.SH,46.1
2023-05-30,600519.SH,86.85
2023-05-30,000001.SZ,104.13
2023-05-30,300750.SZ,53.37
2023-05-30,601318.SH,113.47
2023-05-30,000858.SZ,41.59
2023-05-30,002594.SZ,52.01
2023-05-30,600036.SH,57.93
2023-05-31,600000.SH,51.33
2023-05-31,600519.SH,80.85
2023-05-31,000001.SZ,45.81
2023-05-31,300750.SZ,104.81
2023-05-31,601318.SH,94.68
2023-05-31,000858.SZ,67.91
2023-05-31,002594.SZ,89.95
2023-05-31,600036.SH,60.79
2023-06-01,600000.SH,108.24
2023-06-01,600519.SH,41.81
2023-06-01,000001.SZ,57.95
2023-06-01,300750.SZ,80.2
2023-06-01,601318.SH,74.25
2023-06-01,000858.SZ,97.65
2023-06-01,002594.SZ,116.55
2023-06-01,600036.SH,102.99
2023-06-02,600000.SH,99.83
2023-06-02,600519.SH,81.72
2023-06-02,000001.SZ,101.67
2023-06-02,300750.SZ,98.6
2023-06-02,601318.SH,85.22
2023-06-02,000858.SZ,79.89
2023-06-02,002594.SZ,48.09
2023-06-02,600036.SH,115.42
2023-06-05,600000.SH,92.68
2023-06-05,600519.SH,54.53
2023-06-05,000001.SZ,82.47
2023-06-05,300750.SZ,115.23
2023-06-05,601318.SH,118.31
2023-06-05,000858.SZ,105.88
2023-06-05,002594.SZ,42.94
2023-06-05,600036.SH,64.79
2023-06-06,600000.SH,107.04
2023-06-06,600519.SH,119.78
2023-06-06,000001.SZ,50.68
2023-06-06,300750.SZ,66.73
2023-06-06,601318.SH,93.43
2023-06-06,000858.SZ,70.99
2023-06-06,002594.SZ,70.1
2023-06-06,600036.SH,84.01
2023-06-07,600000.SH,105.92
2023-06-07,600519.SH,115.95
2023-06-07,000001.SZ,103.85
2023-06-07,300750.SZ,100.63
2023-06-07,601318.SH,52.03
2023-06-07,000858.SZ,81.55
2023-06-07,002594.SZ,102.46
2023-06-07,600036.SH,76.04
2023-06-08,600000.SH,57.6
2023-06-08,600519.SH,75.65
2023-06-08,000001.SZ,71.29
2023-06-08,300750.SZ,51.4
2023-06-08,601318.SH,80.63
2023-06-08,000858.SZ,44.16
2023-06-08,002594.SZ,66.8
2023-06-08,600036.SH,81.7
2023-06-09,600000.SH,48.01
2023-06-09,600519.SH,74.82
2023-06-09,000001.SZ,104.59
2023-06-09,300750.SZ,48.75
2023-06-09,601318.SH,108.11
2023-06-09,000858.SZ,71.6
2023-06-09,002594.SZ,97.39
2023-06-09,600036.SH,89.45
2023-06-12,600000.SH,75.19
2023-06-12,600519.SH,110.18
2023-06-12,000001.SZ,71.96
2023-06-12,300750.SZ,96.81
2023-06-12,601318.SH,72.27
2023-06-12,000858.SZ,115.26
2023-06-12,002594.SZ,107.84
2023-06-12,600036.SH,62.28
2023-06-13,600000.SH,67.53
2023-06-13,600519.SH,82.67
2023-06-13,000001.SZ,75.86
2023-06-13,300750.SZ,52.51
2023-06-13,601318.SH,56.21
2023-06-13,000858.SZ,90.07
2023-06-13,002594.SZ,81.2
2023-06-13,600036.SH,56.67
2023-06-14,600000.SH,57.98
2023-06-14,600519.SH,92.88
2023-06-14,000001.SZ,97.37
2023-06-14,300750.SZ,83.56
2023-06-14,601318.SH,69.01
2023-06-14,000858.SZ,59.21
2023-06-14,002594.SZ,77.58
2023-06-14,600036.SH,67.78
2023-06-15,600000.SH,44.14
2023-06-15,600519.SH,87.44
2023-06-15,000001.SZ,64.18
2023-06-15,300750.SZ,88.76
2023-06-15,601318.SH,100.19
2023-06-15,000858.SZ,41.28
2023-06-15,002594.SZ,93.26
2023-06-15,600036.SH,95.56
2023-06-16,600000.SH,117.68
2023-06-16,600519.SH,119.56
2023-06-16,000001.SZ,118.51
2023-06-16,300750.SZ,94.62
2023-06-16,601318.SH,57.15
2023-06-16,000858.SZ,73.25
2023-06-16,002594.SZ,98.73
2023-06-16,600036.SH,78.27
2023-06-19,600000.SH,73.22
2023-06-19,600519.SH,49.85
2023-06-19,000001.SZ,65.02
2023-06-19,300750.SZ,42.86
2023-06-19,601318.SH,91.04
2023-06-19,000858.SZ,53.02
2023-06-19,002594.SZ,104.22
2023-06-19,600036.SH,53.26
2023-06-20,600000.SH,59.06
2023-06-20,600519.SH,87.5
2023-06-20,000001.SZ,46.39
2023-06-20,300750.SZ,49.43
2023-06-20,601318.SH,119.41
2023-06-20,000858.SZ,101.2
2023-06-20,002594.SZ,63.07
2023-06-20,600036.SH,48.09
2023-06-21,600000.SH,116.43
2023-06-21,600519.SH,53.2
2023-06-21,000001.SZ,94.3
2023-06-21,300750.SZ,71.51
2023-06-21,601318.SH,97.89
2023-06-21,000858.SZ,86.81
2023-06-21,002594.SZ,97.0
2023-06-21,600036.SH,78.81
2023-06-22,600000.SH,107.91
2023-06-22,600519.SH,49.5
2023-06-22,000001.SZ,83.65
2023-06-22,300750.SZ,43.13
2023-06-22,601318.SH,47.99
2023-06-22,000858.SZ,88.84
2023-06-22,002594.SZ,102.34
2023-06-22,600036.SH,49.29
2023-06-23,600000.SH,87.5
2023-06-23,600519.SH,45.22
2023-06-23,000001.SZ,86.65
2023-06-23,300750.SZ,44.32
2023-06-23,601318.SH,114.67
2023-06-23,000858.SZ,81.83
2023-06-23,002594.SZ,43.8
2023-06-23,600036.SH,54.53
2023-06-26,600000.SH,94.94
2023-06-26,600519.SH,61.45
2023-06-26,000001.SZ,56.21
2023-06-26,300750.SZ,94.32
2023-06-26,601318.SH,53.94
2023-06-26,000858.SZ,75.66
2023-06-26,002594.SZ,75.17
2023-06-26,600036.SH,66.61
2023-06-27,600000.SH,101.32
2023-06-27,600519.SH,78.37
2023-06-27,000001.SZ,77.73
2023-06-27,300750.SZ,103.56
2023-06-27,601318.SH,117.45
2023-06-27,000858.SZ,81.22
2023-06-27,002594.SZ,67.13
2023-06-27,600036.SH,55.29
2023-06-28,600000.SH,58.0
2023-06-28,600519.SH,55.84
2023-06-28,000001.SZ,72.13
2023-06-28,300750.SZ,108.19
2023-06-28,601318.SH,101.12
2023-06-28,000858.SZ,108.34
2023-06-28,002594.SZ,91.82
2023-06-28,600036.SH,87.0
2023-06-29,600000.SH,110.59
2023-06-29,600519.SH,92.32
2023-06-29,000001.SZ,80.02
2023-06-29,300750.SZ,107.92
2023-06-29,601318.SH,62.36
2023-06-29,000858.SZ,111.93
2023-06-29,002594.SZ,46.64
2023-06-29,600036.SH,66.27
2023-06-30,600000.SH,49.03
2023-06-30,600519.SH,111.24
2023-06-30,000001.SZ,71.97
2023-06-30,300750.SZ,93.71
2023-06-30,601318.SH,40.57
2023-06-30,000858.SZ,75.18
2023-06-30,002594.SZ,105.02
2023-06-30,600036.SH,85.61
2023-07-03,600000.SH,51.53
2023-07-03,600519.SH,81.93
2023-07-03,000001.SZ,106.19
2023-07-03,300750.SZ,100.96
2023-07-03,601318.SH,69.64
2023-07-03,000858.SZ,89.24
2023-07-03,002594.SZ,107.58
2023-07-03,600036.SH,118.12
2023-07-04,600000.SH,60.19
2023-07-04,600519.SH,69.77
2023-07-04,000001.SZ,92.34
2023-07-04,300750.SZ,70.68
2023-07-04,601318.SH,101.26
2023-07-04,000858.SZ,72.76
2023-07-04,002594.SZ,51.15
2023-07-04,600036.SH,49.32
2023-07-05,600000.SH,78.12
2023-07-05,600519.SH,47.69
2023-07-05,000001.SZ,59.64
2023-07-05,300750.SZ,53.36
2023-07-05,601318.SH,92.76
2023-07-05,000858.SZ,45.08
2023-07-05,002594.SZ,94.76
2023-07-05,600036.SH,50.47
2023-07-06,600000.SH,62.41
2023-07-06,600519.SH,68.95
2023-07-06,000001.SZ,78.75
2023-07-06,300750.SZ,90.01
2023-07-06,601318.SH,50.88
2023-07-06,000858.SZ,107.64
2023-07-06,002594.SZ,113.62
2023-07-06,600036.SH,112.76
2023-07-07,600000.SH,93.33
2023-07-07,600519.SH,107.64
2023-07-07,000001.SZ,74.5
2023-07-07,300750.SZ,107.62
2023-07-07,601318.SH,81.54
2023-07-07,000858.SZ,63.73
2023-07-07,002594.SZ,99.72
2023-07-07,600036.SH,76.75
2023-07-10,600000.SH,71.62
2023-07-10,600519.SH,42.66
2023-07-10,000001.SZ,45.82
2023-07-10,300750.SZ,105.93
2023-07-10,601318.SH,119.58
2023-07-10,000858.SZ,76.72
2023-07-10,002594.SZ,88.03
2023-07-10,600036.SH,52.61
2023-07-11,600000.SH,95.64
2023-07-11,600519.SH,72.16
2023-07-11,000001.SZ,61.21
2023-07-11,300750.SZ,114.72
2023-07-11,601318.SH,82.47
2023-07-11,000858.SZ,81.25
2023-07-11,002594.SZ,90.94
2023-07-11,600036.SH,70.76
2023-07-12,600000.SH,84.45
2023-07-12,600519.SH,110.39
2023-07-12,000001.SZ,115.96
2023-07-12,300750.SZ,101.65
2023-07-12,601318.SH,42.16
2023-07-12,000858.SZ,117.09
2023-07-12,002594.SZ,96.79
2023-07-12,600036.SH,74.36
2023-07-13,600000.SH,53.96
2023-07-13,600519.SH,88.8
2023-07-13,000001.SZ,84.25
2023-07-13,300750.SZ,68.87
2023-07-13,601318.SH,49.23
2023-07-13,000858.SZ,117.64
2023-07-13,002594.SZ,108.5
2023-07-13,600036.SH,97.13
2023-07-14,600000.SH,102.42
2023-07-14,600519.SH,43.73
2023-07-14,000001.SZ,106.14
2023-07-14,300750.SZ,41.23
2023-07-14,601318.SH,50.41
2023-07-14,000858.SZ,52.26
2023-07-14,002594.SZ,115.41
2023-07-14,600036.SH,103.66
2023-07-17,600000.SH,61.51
2023-07-17,600519.SH,89.53
2023-07-17,000001.SZ,83.99
2023-07-17,300750.SZ,58.75
2023-07-17,601318.SH,48.61
2023-07-17,000858.SZ,47.98
2023-07-17,002594.SZ,116.4
2023-07-17,600036.SH,79.75
2023-07-18,600000.SH,94.65
2023-07-18,600519.SH,70.8
2023-07-18,000001.SZ,105.21
2023-07-18,300750.SZ,50.98
2023-07-18,601318.SH,100.73
2023-07-18,000858.SZ,99.0
2023-07-18,002594.SZ,91.46
2023-07-18,600036.SH,116.6
2023-07-19,600000.SH,49.8
2023-07-19,600519.SH,80.1
2023-07-19,000001.SZ,88.57
2023-07-19,300750.SZ,77.54
2023-07-19,601318.SH,80.09
2023-07-19,000858.SZ,64.02
2023-07-19,002594.SZ,110.74
2023-07-19,600036.SH,60.6
2023-07-20,600000.SH,46.04
2023-07-20,600519.SH,91.53
2023-07-20,000001.SZ,117.86
2023-07-20,300750.SZ,111.11
2023-07-20,601318.SH,115.72
2023-07-20,000858.SZ,67.86
2023-07-20,002594.SZ,65.41
2023-07-20,600036.SH,118.59
2023-07-21,600000.SH,117.72
2023-07-21,600519.SH,93.53
2023-07-21,000001.SZ,100.54
2023-07-21,300750.SZ,109.22
2023-07-21,601318.SH,45.05
2023-07-21,000858.SZ,110.51
2023-07-21,002594.SZ,76.8
2023-07-21,600036.SH,44.33
2023-07-24,600000.SH,47.62
2023-07-24,600519.SH,113.45
2023-07-24,000001.SZ,54.95
2023-07-24,300750.SZ,88.94
2023-07-24,601318.SH,81.08
2023-07-24,000858.SZ,40.06
2023-07-24,002594.SZ,48.97
2023-07-24,600036.SH,99.94
2023-07-25,600000.SH,45.52
2023-07-25,600519.SH,46.64
2023-07-25,000001.SZ,95.87
2023-07-25,300750.SZ,90.36
2023-07-25,601318.SH,94.19
2023-07-25,000858.SZ,118.66
2023-07-25,002594.SZ,49.27
2023-07-25,600036.SH,113.88
2023-07-26,600000.SH,64.0
2023-07-26,600519.SH,58.93
2023-07-26,000001.SZ,42.76
2023-07-26,300750.SZ,58.78
2023-07-26,601318.SH,42.28
2023-07-26,000858.SZ,70.07
2023-07-26,002594.SZ,78.51
2023-07-26,600036.SH,80.73
2023-07-27,600000.SH,53.04
2023-07-27,600519.SH,112.26
2023-07-27,000001.SZ,64.03
2023-07-27,300750.SZ,77.83
2023-07-27,601318.SH,118.43
2023-07-27,000858.SZ,62.66
2023-07-27,002594.SZ,63.44
2023-07-27,600036.SH,77.5
2023-07-28,600000.SH,77.5
2023-07-28,600519.SH,41.52
2023-07-28,000001.SZ,88.81
2023-07-28,300750.SZ,115.35
2023-07-28,601318.SH,71.12
2023-07-28,000858.SZ,46.13
2023-07-28,002594.SZ,95.35
2023-07-28,600036.SH,67.77
2023-07-31,600000.SH,40.19
2023-07-31,600519.SH,76.61
2023-07-31,000001.SZ,108.51
2023-07-31,300750.SZ,94.29
2023-07-31,601318.SH,40.25
2023-07-31,000858.SZ,61.77
2023-07-31,002594.SZ,73.19
2023-07-31,600036.SH,77.09
2023-08-01,600000.SH,88.46
2023-08-01,600519.SH,57.47
2023-08-01,000001.SZ,85.49
2023-08-01,300750.SZ,79.16
2023-08-01,601318.SH,51.98
2023-08-01,000858.SZ,102.32
2023-08-01,002594.SZ,98.12
2023-08-01,600036.SH,87.2
2023-08-02,600000.SH,104.86
2023-08-02,600519.SH,110.52
2023-08-02,000001.SZ,64.1
2023-08-02,300750.SZ,118.08
2023-08-02,601318.SH,117.68
2023-08-02,000858.SZ,43.7
2023-08-02,002594.SZ,101.2
2023-08-02,600036.SH,88.93
2023-08-03,600000.SH,107.96
2023-08-03,600519.SH,68.38
2023-08-03,000001.SZ,43.0
2023-08-03,300750.SZ,95.91
2023-08-03,601318.SH,82.07
2023-08-03,000858.SZ,51.93
2023-08-03,002594.SZ,90.5
2023-08-03,600036.SH,56.77
2023-08-04,600000.SH,76.87
2023-08-04,600519.SH,105.53
2023-08-04,000001.SZ,96.18
2023-08-04,300750.SZ,51.94
2023-08-04,601318.SH,59.04
2023-08-04,000858.SZ,51.3
2023-08-04,002594.SZ,108.36
2023-08-04,600036.SH,48.11
2023-08-07,600000.SH,67.79
2023-08-07,600519.SH,89.45
2023-08-07,000001.SZ,45.62
2023-08-07,300750.SZ,89.17
2023-08-07,601318.SH,89.7
2023-08-07,000858.SZ,83.4
2023-08-07,002594.SZ,64.33
2023-08-07,600036.SH,58.02
2023-08-08,600000.SH,109.53
2023-08-08,600519.SH,54.32
2023-08-08,000001.SZ,104.27
2023-08-08,300750.SZ,43.32
2023-08-08,601318.SH,64.79
2023-08-08,000858.SZ,70.07
2023-08-08,002594.SZ,83.78
2023-08-08,600036.SH,90.68
2023-08-09,600000.SH,107.26
2023-08-09,600519.SH,111.73
2023-08-09,000001.SZ,104.67
2023-08-09,300750.SZ,93.01
2023-08-09,601318.SH,67.13
2023-08-09,000858.SZ,101.33
2023-08-09,002594.SZ,82.7
2023-08-09,600036.SH,70.43
2023-08-10,600000.SH,82.71
2023-08-10,600519.SH,88.91
2023-08-10,000001.SZ,74.14
2023-08-10,300750.SZ,82.02
2023-08-10,601318.SH,79.78
2023-08-10,000858.SZ,65.64
2023-08-10,002594.SZ,108.4
2023-08-10,600036.SH,116.89
2023-08-11,600000.SH,107.54
2023-08-11,600519.SH,78.24
2023-08-11,000001.SZ,45.38
2023-08-11,300750.SZ,61.35
2023-08-11,601318.SH,117.83
2023-08-11,000858.SZ,119.2
2023-08-11,002594.SZ,101.84
2023-08-11,600036.SH,94.81
2023-08-14,600000.SH,82.35
2023-08-14,600519.SH,53.71
2023-08-14,000001.SZ,74.47
2023-08-14,300750.SZ,99.72
2023-08-14,601318.SH,54.2
2023-08-14,000858.SZ,111.21
2023-08-14,002594.SZ,66.72
2023-08-14,600036.SH,114.96
2023-08-15,600000.SH,110.26
2023-08-15,600519.SH,95.7
2023-08-15,000001.SZ,47.87
2023-08-15,300750.SZ,44.69
2023-08-15,601318.SH,104.36
2023-08-15,000858.SZ,59.8
2023-08-15,002594.SZ,82.23
2023-08-15,600036.SH,55.68
2023-08-16,600000.SH,66.53
2023-08-16,600519.SH,116.1
2023-08-16,000001.SZ,68.96
2023-08-16,300750.SZ,78.46
2023-08-16,601318.SH,94.24
2023-08-16,000858.SZ,67.14
2023-08-16,002594.SZ,110.87
2023-08-16,600036.SH,42.13
2023-08-17,600000.SH,43.82
2023-08-17,600519.SH,43.01
2023-08-17,000001.SZ,95.43
2023-08-17,300750.SZ,86.18
2023-08-17,601318.SH,91.27
2023-08-17,000858.SZ,75.13
2023-08-17,002594.SZ,103.8
2023-08-17,600036.SH,84.11
2023-08-18,600000.SH,49.0
2023-08-18,600519.SH,92.59
2023-08-18,000001.SZ,98.04
2023-08-18,300750.SZ,54.69
2023-08-18,601318.SH,89.63
2023-08-18,000858.SZ,107.93
2023-08-18,002594.SZ,104.63
2023-08-18,600036.SH,98.77
2023-08-21,600000.SH,103.86
2023-08-21,600519.SH,50.19
2023-08-21,000001.SZ,63.86
2023-08-21,300750.SZ,44.89
2023-08-21,601318.SH,54.83
2023-08-21,000858.SZ,111.31
2023-08-21,002594.SZ,43.44
2023-08-21,600036.SH,48.11
2023-08-22,600000.SH,79.45
2023-08-22,600519.SH,82.05
2023-08-22,000001.SZ,41.79
2023-08-22,300750.SZ,79.96
2023-08-22,601318.SH,118.0
2023-08-22,000858.SZ,46.97
2023-08-22,002594.SZ,95.13
2023-08-22,600036.SH,71.75
2023-08-23,600000.SH,86.38
2023-08-23,600519.SH,47.47
2023-08-23,000001.SZ,60.36
2023-08-23,300750.SZ,67.2
2023-08-23,601318.SH,105.06
2023-08-23,000858.SZ,106.23
2023-08-23,002594.SZ,115.62
2023-08-23,600036.SH,75.34
2023-08-24,600000.SH,46.07
2023-08-24,600519.SH,58.01
2023-08-24,000001.SZ,58.19
2023-08-24,300750.SZ,118.34
2023-08-24,601318.SH,60.15
2023-08-24,000858.SZ,104.93
2023-08-24,002594.SZ,71.71
2023-08-24,600036.SH,53.83
2023-08-25,600000.SH,50.48
2023-08-25,600519.SH,75.73
2023-08-25,000001.SZ,65.15
2023-08-25,300750.SZ,99.4
2023-08-25,601318.SH,53.73
2023-08-25,000858.SZ,88.93
2023-08-25,002594.SZ,90.03
2023-08-25,600036.SH,76.59
2023-08-28,600000.SH,77.06
2023-08-28,600519.SH,62.73
2023-08-28,000001.SZ,45.73
2023-08-28,300750.SZ,53.56
2023-08-28,601318.SH,91.22
2023-08-28,000858.SZ,64.48
2023-08-28,002594.SZ,100.11
2023-08-28,600036.SH,110.75
2023-08-29,600000.SH,48.88
2023-08-29,600519.SH,82.86
2023-08-29,000001.SZ,113.66
2023-08-29,300750.SZ,112.93
2023-08-29,601318.SH,110.35
2023-08-29,000858.SZ,99.2
2023-08-29,002594.SZ,62.7
2023-08-29,600036.SH,94.62
2023-08-30,600000.SH,56.81
2023-08-30,600519.SH,110.94
2023-08-30,000001.SZ,75.25
2023-08-30,300750.SZ,48.7
2023-08-30,601318.SH,118.07
2023-08-30,000858.SZ,78.04
2023-08-30,002594.SZ,82.66
2023-08-30,600036.SH,112.24
2023-08-31,600000.SH,69.7
2023-08-31,600519.SH,97.16
2023-08-31,000001.SZ,74.06
2023-08-31,300750.SZ,54.92
2023-08-31,601318.SH,63.56
2023-08-31,000858.SZ,93.0
2023-08-31,002594.SZ,117.96
2023-08-31,600036.SH,83.1
2023-09-01,600000.SH,87.55
2023-09-01,600519.SH,67.56
2023-09-01,000001.SZ,46.0
2023-09-01,300750.SZ,69.68
2023-09-01,601318.SH,67.13
2023-09-01,000858.SZ,114.42
2023-09-01,002594.SZ,116.8
2023-09-01,600036.SH,105.79
2023-09-04,600000.SH,99.46
2023-09-04,600519.SH,42.36
2023-09-04,000001.SZ,90.47
2023-09-04,300750.SZ,113.15
2023-09-04,601318.SH,51.21
2023-09-04,000858.SZ,59.21
2023-09-04,002594.SZ,67.29
2023-09-04,600036.SH,76.12
2023-09-05,600000.SH,76.61
2023-09-05,600519.SH,65.25
2023-09-05,000001.SZ,83.3
2023-09-05,300750.SZ,106.32
2023-09-05,601318.SH,41.42
2023-09-05,000858.SZ,81.12
2023-09-05,002594.SZ,83.89
2023-09-05,600036.SH,86.75
2023-09-06,600000.SH,55.59
2023-09-06,600519.SH,111.51
2023-09-06,000001.SZ,114.71
2023-09-06,300750.SZ,99.79
2023-09-06,601318.SH,65.9
2023-09-06,000858.SZ,106.42
2023-09-06,002594.SZ,97.89
2023-09-06,600036.SH,58.81
2023-09-07,600000.SH,56.76
2023-09-07,600519.SH,109.52
2023-09-07,000001.SZ,66.78
2023-09-07,300750.SZ,92.05
2023-09-07,601318.SH,64.1
2023-09-07,000858.SZ,105.92
2023-09-07,002594.SZ,63.58
2023-09-07,600036.SH,50.7
2023-09-08,600000.SH,53.71
2023-09-08,600519.SH,46.21
2023-09-08,000001.SZ,60.7
2023-09-08,300750.SZ,114.43
2023-09-08,601318.SH,43.55
2023-09-08,000858.SZ,50.28
2023-09-08,002594.SZ,50.4
2023-09-08,600036.SH,106.48
2023-09-11,600000.SH,61.08
2023-09-11,600519.SH,67.71
2023-09-11,000001.SZ,44.65
2023-09-11,300750.SZ,53.29
2023-09-11,601318.SH,81.32
2023-09-11,000858.SZ,63.71
2023-09-11,002594.SZ,104.3
2023-09-11,600036.SH,46.4
2023-09-12,600000.SH,76.62
2023-09-12,600519.SH,115.29
2023-09-12,000001.SZ,118.76
2023-09-12,300750.SZ,116.93
2023-09-12,601318.SH,57.14
2023-09-12,000858.SZ,95.3
2023-09-12,002594.SZ,95.98
2023-09-12,600036.SH,74.21
2023-09-13,600000.SH,69.17
2023-09-13,600519.SH,103.7
2023-09-13,000001.SZ,88.91
2023-09-13,300750.SZ,47.4
2023-09-13,601318.SH,70.68
2023-09-13,000858.SZ,55.57
2023-09-13,002594.SZ,96.23
2023-09-13,600036.SH,85.49
2023-09-14,600000.SH,108.61
2023-09-14,600519.SH,59.38
2023-09-14,000001.SZ,88.53
2023-09-14,300750.SZ,72.48
2023-09-14,601318.SH,59.69
2023-09-14,000858.SZ,106.65
2023-09-14,002594.SZ,107.31
2023-09-14,600036.SH,60.24
2023-09-15,600000.SH,46.43
2023-09-15,600519.SH,104.87
2023-09-15,000001.SZ,100.68
2023-09-15,300750.SZ,115.99
2023-09-15,601318.SH,58.13
2023-09-15,000858.SZ,65.51
2023-09-15,002594.SZ,109.54
2023-09-15,600036.SH,72.18
2023-09-18,600000.SH,81.2
2023-09-18,600519.SH,42.89
2023-09-18,000001.SZ,66.47
2023-09-18,300750.SZ,108.19
2023-09-18,601318.SH,100.59
2023-09-18,000858.SZ,87.09
2023-09-18,002594.SZ,43.32
2023-09-18,600036.SH,80.05
2023-09-19,600000.SH,97.18
2023-09-19,600519.SH,101.4
2023-09-19,000001.SZ,60.25
2023-09-19,300750.SZ,78.53
2023-09-19,601318.SH,119.61
2023-09-19,000858.SZ,110.89
2023-09-19,002594.SZ,49.66
2023-09-19,600036.SH,119.83
2023-09-20,600000.SH,46.43
2023-09-20,600519.SH,91.15
2023-09-20,000001.SZ,112.14
2023-09-20,300750.SZ,87.6
2023-09-20,601318.SH,80.19
2023-09-20,000858.SZ,91.54
2023-09-20,002594.SZ,86.88
2023-09-20,600036.SH,115.89
2023-09-21,600000.SH,57.04
2023-09-21,600519.SH,44.56
2023-09-21,000001.SZ,48.44
2023-09-21,300750.SZ,91.24
2023-09-21,601318.SH,41.85
2023-09-21,000858.SZ,79.16
2023-09-21,002594.SZ,113.29
2023-09-21,600036.SH,70.9
2023-09-22,600000.SH,57.45
2023-09-22,600519.SH,88.49
2023-09-22,000001.SZ,60.2
2023-09-22,300750.SZ,119.91
2023-09-22,601318.SH,85.67
2023-09-22,000858.SZ,100.23
2023-09-22,002594.SZ,58.54
2023-09-22,600036.SH,71.76
2023-09-25,600000.SH,62.96
2023-09-25,600519.SH,117.15
2023-09-25,000001.SZ,69.84
2023-09-25,300750.SZ,50.06
2023-09-25,601318.SH,103.59
2023-09-25,000858.SZ,49.07
2023-09-25,002594.SZ,116.35
2023-09-25,600036.SH,106.42
2023-09-26,600000.SH,40.25
2023-09-26,600519.SH,46.48
2023-09-26,000001.SZ,119.35
2023-09-26,300750.SZ,115.51
2023-09-26,601318.SH,92.25
2023-09-26,000858.SZ,102.36
2023-09-26,002594.SZ,65.1
2023-09-26,600036.SH,114.49
2023-09-27,600000.SH,68.06
2023-09-27,600519.SH,65.23
2023-09-27,000001.SZ,52.08
2023-09-27,300750.SZ,68.24
2023-09-27,601318.SH,88.34
2023-09-27,000858.SZ,87.53
2023-09-27,002594.SZ,56.87
2023-09-27,600036.SH,49.75
2023-09-28,600000.SH,48.1
2023-09-28,600519.SH,111.4
2023-09-28,000001.SZ,107.81
2023-09-28,300750.SZ,105.46
2023-09-28,601318.SH,96.77
2023-09-28,000858.SZ,75.22
2023-09-28,002594.SZ,55.11
2023-09-28,600036.SH,116.82
2023-09-29,600000.SH,116.53
2023-09-29,600519.SH,115.02
2023-09-29,000001.SZ,92.02
2023-09-29,300750.SZ,93.09
2023-09-29,601318.SH,45.35
2023-09-29,000858.SZ,43.53
2023-09-29,002594.SZ,105.57
2023-09-29,600036.SH,76.48
2023-10-02,600000.SH,112.54
2023-10-02,600519.SH,61.54
2023-10-02,000001.SZ,43.62
2023-10-02,300750.SZ,66.42
2023-10-02,601318.SH,85.82
2023-10-02,000858.SZ,98.19
2023-10-02,002594.SZ,52.67
2023-10-02,600036.SH,117.12
2023-10-03,600000.SH,117.41
2023-10-03,600519.SH,79.4
2023-10-03,000001.SZ,68.02
2023-10-03,300750.SZ,95.69
2023-10-03,601318.SH,83.83
2023-10-03,000858.SZ,96.71
2023-10-03,002594.SZ,110.57
2023-10-03,600036.SH,96.8
2023-10-04,600000.SH,97.95
2023-10-04,600519.SH,54.66
2023-10-04,000001.SZ,80.35
2023-10-04,300750.SZ,52.6
2023-10-04,601318.SH,54.38
2023-10-04,000858.SZ,110.48
2023-10-04,002594.SZ,72.63
2023-10-04,600036.SH,111.71
2023-10-05,600000.SH,55.44
2023-10-05,600519.SH,89.93
2023-10-05,000001.SZ,96.03
2023-10-05,300750.SZ,80.88
2023-10-05,601318.SH,54.92
2023-10-05,000858.SZ,88.63
2023-10-05,002594.SZ,61.49
2023-10-05,600036.SH,106.43
2023-10-06,600000.SH,105.73
2023-10-06,600519.SH,74.64
2023-10-06,000001.SZ,51.35
2023-10-06,300750.SZ,86.86
2023-10-06,601318.SH,56.77
2023-10-06,000858.SZ,95.3
2023-10-06,002594.SZ,111.1
2023-10-06,600036.SH,79.71
2023-10-09,600000.SH,61.96
2023-10-09,600519.SH,90.58
2023-10-09,000001.SZ,61.31
2023-10-09,300750.SZ,44.6
2023-10-09,601318.SH,100.41
2023-10-09,000858.SZ,62.47
