date,symbol,adv_shares
2023-05-15,300750.SZ,130873.86
2023-05-15,601318.SH,200775.63
2023-05-15,000858.SZ,235973.32
2023-05-15,002594.SZ,156690.04
2023-05-15,600036.SH,191766.8
2023-05-16,600000.SH,143742.06
2023-05-16,600519.SH,368642.17
2023-05-16,000001.SZ,125948.14
2023-05-16,300750.SZ,260106.27
2023-05-16,601318.SH,259017.21
2023-05-16,000858.SZ,103775.29
2023-05-16,002594.SZ,260107.17
2023-05-16,600036.SH,179850.38
2023-05-17,600000.SH,300563.8
2023-05-17,600519.SH,220716.96
2023-05-17,000001.SZ,136637.48
2023-05-17,300750.SZ,153436.59
2023-05-17,601318.SH,208214.73
2023-05-17,000858.SZ,308746.84
2023-05-17,002594.SZ,350056.24
2023-05-17,600036.SH,300015.48
2023-05-18,600000.SH,187468.45
2023-05-18,600519.SH,238388.96
2023-05-18,000001.SZ,214329.86
2023-05-18,300750.SZ,151017.69
2023-05-18,601318.SH,218168.21
2023-05-18,000858.SZ,279328.31
2023-05-18,002594.SZ,167817.94
2023-05-18,600036.SH,285615.8
2023-05-19,600000.SH,174766.63
2023-05-19,600519.SH,118291.47
2023-05-19,000001.SZ,226070.87
2023-05-19,300750.SZ,281977.73
2023-05-19,601318.SH,135860.07
2023-05-19,000858.SZ,313599.88
2023-05-19,002594.SZ,518293.87
2023-05-19,600036.SH,246832.08
2023-05-22,600000.SH,240993.9
2023-05-22,600519.SH,312111.2
2023-05-22,000001.SZ,179573.51
2023-05-22,300750.SZ,159884.87
2023-05-22,601318.SH,160676.56
2023-05-22,000858.SZ,167797.49
2023-05-22,002594.SZ,205913.94
2023-05-22,600036.SH,210846.77
2023-05-23,600000.SH,130742.25
2023-05-23,600519.SH,471089.67
2023-05-23,000001.SZ,116731.05
2023-05-23,300750.SZ,170169.59
2023-05-23,601318.SH,221026.67
2023-05-23,000858.SZ,116556.79
2023-05-23,002594.SZ,213501.21
2023-05-23,600036.SH,606539.98
2023-05-24,600000.SH,293866.06
2023-05-24,600519.SH,156852.92
2023-05-24,000001.SZ,392917.51
2023-05-24,300750.SZ,89951.86
2023-05-24,601318.SH,255517.99
2023-05-24,000858.SZ,330668.0
2023-05-24,002594.SZ,325125.39
2023-05-24,600036.SH,207520.02
2023-05-25,600000.SH,223770.88
2023-05-25,600519.SH,222559.28
2023-05-25,000001.SZ,359964.02
2023-05-25,300750.SZ,141535.76
2023-05-25,601318.SH,207933.3
2023-05-25,000858.SZ,136236.71
2023-05-25,002594.SZ,247820.57
2023-05-25,600036.SH,141609.24
2023-05-26,600000.SH,325515.56
2023-05-26,600519.SH,174698.2
2023-05-26,000001.SZ,401907.83
2023-05-26,300750.SZ,134610.1
2023-05-26,601318.SH,199523.32
2023-05-26,000858.SZ,319078.66
2023-05-26,002594.SZ,116129.77
2023-05-26,600036.SH,362542.54
2023-05-29,600000.SH,400345.12
2023-05-29,600519.SH,127827.39
2023-05-29,000001.SZ,243659.69
2023-05-29,300750.SZ,208259.46
2023-05-29,601318.SH,154032.4
2023-05-29,000858.SZ,105717.15
2023-05-29,002594.SZ,222292.59
2023-05-29,600036.SH,106034.07
2023-05-30,600000.SH,427712.4
2023-05-30,600519.SH,130182.94
2023-05-30,000001.SZ,127082.58
2023-05-30,300750.SZ,233815.87
2023-05-30,601318.SH,156547.84
2023-05-30,000858.SZ,274087.04
2023-05-30,002594.SZ,401548.42
2023-05-30,600036.SH,284509.79
2023-05-31,600000.SH,433959.81
2023-05-31,600519.SH,280027.4
2023-05-31,000001.SZ,306705.78
2023-05-31,300750.SZ,113500.07
2023-05-31,601318.SH,146549.11
2023-05-31,000858.SZ,217545.62
2023-05-31,002594.SZ,179463.02
2023-05-31,600036.SH,325036.42
2023-06-01,600000.SH,111033.33
2023-06-01,600519.SH,432353.39
2023-06-01,000001.SZ,272067.53
2023-06-01,300750.SZ,201671.83
2023-06-01,601318.SH,169952.19
2023-06-01,000858.SZ,233978.94
2023-06-01,002594.SZ,83243.46
2023-06-01,600036.SH,281105.87
2023-06-02,600000.SH,186353.66
2023-06-02,600519.SH,244081.48
2023-06-02,000001.SZ,267828.85
2023-06-02,300750.SZ,124176.65
2023-06-02,601318.SH,170258.07
2023-06-02,000858.SZ,164681.78
2023-06-02,002594.SZ,425859.41
2023-06-02,600036.SH,145885.02
2023-06-05,600000.SH,221503.7
2023-06-05,600519.SH,238329.53
2023-06-05,000001.SZ,162070.09
2023-06-05,300750.SZ,113158.45
2023-06-05,601318.SH,116063.32
2023-06-05,000858.SZ,113983.23
2023-06-05,002594.SZ,425150.05
2023-06-05,600036.SH,236284.09
2023-06-06,600000.SH,116958.33
2023-06-06,600519.SH,125780.47
2023-06-06,000001.SZ,304338.23
2023-06-06,300750.SZ,170035.22
2023-06-06,601318.SH,156638.34
2023-06-06,000858.SZ,199171.65
2023-06-06,002594.SZ,191277.7
2023-06-06,600036.SH,210579.59
2023-06-07,600000.SH,136716.26
2023-06-07,600519.SH,122406.63
2023-06-07,000001.SZ,171088.84
2023-06-07,300750.SZ,168325.5
2023-06-07,601318.SH,291293.39
2023-06-07,000858.SZ,127502.84
2023-06-07,002594.SZ,231062.24
2023-06-07,600036.SH,280263.84
2023-06-08,600000.SH,223089.63
2023-06-08,600519.SH,243527.06
2023-06-08,000001.SZ,211249.71
2023-06-08,300750.SZ,244426.45
2023-06-08,601318.SH,175781.56
2023-06-08,000858.SZ,413967.88
2023-06-08,002594.SZ,358343.5
2023-06-08,600036.SH,206628.45
2023-06-09,600000.SH,469422.05
2023-06-09,600519.SH,148863.23
2023-06-09,000001.SZ,105906.92
2023-06-09,300750.SZ,392361.17
2023-06-09,601318.SH,129097.05
2023-06-09,000858.SZ,252532.76
2023-06-09,002594.SZ,226174.62
2023-06-09,600036.SH,232817.58
2023-06-12,600000.SH,307725.04
2023-06-12,600519.SH,119663.77
2023-06-12,000001.SZ,287626.8
2023-06-12,300750.SZ,163630.64
2023-06-12,601318.SH,176585.08
2023-06-12,000858.SZ,130714.35
2023-06-12,002594.SZ,137563.86
2023-06-12,600036.SH,269899.25
2023-06-13,600000.SH,270658.41
2023-06-13,600519.SH,312340.89
2023-06-13,000001.SZ,148900.09
2023-06-13,300750.SZ,426387.01
2023-06-13,601318.SH,190393.39
2023-06-13,000858.SZ,150058.53
2023-06-13,002594.SZ,185084.68
2023-06-13,600036.SH,263258.67
2023-06-14,600000.SH,205582.95
2023-06-14,600519.SH,201031.94
2023-06-14,000001.SZ,215445.45
2023-06-14,300750.SZ,150521.11
2023-06-14,601318.SH,260544.93
2023-06-14,000858.SZ,420341.71
2023-06-14,002594.SZ,197946.15
2023-06-14,600036.SH,228558.94
2023-06-15,600000.SH,307627.78
2023-06-15,600519.SH,214741.28
2023-06-15,000001.SZ,239567.75
2023-06-15,300750.SZ,168897.24
2023-06-15,601318.SH,171250.55
2023-06-15,000858.SZ,356353.52
2023-06-15,002594.SZ,200322.22
2023-06-15,600036.SH,244680.89
2023-06-16,600000.SH,159600.92
2023-06-16,600519.SH,158530.7
2023-06-16,000001.SZ,121369.02
2023-06-16,300750.SZ,186357.31
2023-06-16,601318.SH,172085.47
2023-06-16,000858.SZ,185381.63
2023-06-16,002594.SZ,150417.41
2023-06-16,600036.SH,350300.79
2023-06-19,600000.SH,223867.18
2023-06-19,600519.SH,315694.56
2023-06-19,000001.SZ,269954.79
2023-06-19,300750.SZ,498703.09
2023-06-19,601318.SH,194453.55
2023-06-19,000858.SZ,393892.9
2023-06-19,002594.SZ,98395.73
2023-06-19,600036.SH,256178.02
2023-06-20,600000.SH,304520.74
2023-06-20,600519.SH,142595.62
2023-06-20,000001.SZ,250902.94
2023-06-20,300750.SZ,249262.77
2023-06-20,601318.SH,195026.01
2023-06-20,000858.SZ,121277.47
2023-06-20,002594.SZ,214937.26
2023-06-20,600036.SH,303472.71
2023-06-21,600000.SH,180101.02
2023-06-21,600519.SH,222417.08
2023-06-21,000001.SZ,131609.96
2023-06-21,300750.SZ,218241.89
2023-06-21,601318.SH,210180.28
2023-06-21,000858.SZ,209603.91
2023-06-21,002594.SZ,276748.34
2023-06-21,600036.SH,129065.37
2023-06-22,600000.SH,187908.25
2023-06-22,600519.SH,222074.49
2023-06-22,000001.SZ,190276.7
2023-06-22,300750.SZ,324181.87
2023-06-22,601318.SH,341380.86
2023-06-22,000858.SZ,194824.85
2023-06-22,002594.SZ,198431.62
2023-06-22,600036.SH,352417.83
2023-06-23,600000.SH,160268.49
2023-06-23,600519.SH,386730.15
2023-06-23,000001.SZ,155868.67
2023-06-23,300750.SZ,366681.88
2023-06-23,601318.SH,136914.22
2023-06-23,000858.SZ,120920.48
2023-06-23,002594.SZ,286417.86
2023-06-23,600036.SH,249878.72
2023-06-26,600000.SH,249581.68
2023-06-26,600519.SH,294472.44
2023-06-26,000001.SZ,218862.1
2023-06-26,300750.SZ,119396.83
2023-06-26,601318.SH,222313.54
2023-06-26,000858.SZ,231083.81
2023-06-26,002594.SZ,267555.61
2023-06-26,600036.SH,266253.9
2023-06-27,600000.SH,103363.17
2023-06-27,600519.SH,259664.77
2023-06-27,000001.SZ,134359.81
2023-06-27,300750.SZ,170200.1
2023-06-27,601318.SH,154804.31
2023-06-27,000858.SZ,258703.74
2023-06-27,002594.SZ,268551.88
2023-06-27,600036.SH,346986.78
2023-06-28,600000.SH,299599.36
2023-06-28,600519.SH,235067.81
2023-06-28,000001.SZ,166578.04
2023-06-28,300750.SZ,135356.46
2023-06-28,601318.SH,178340.28
2023-06-28,000858.SZ,114872.79
2023-06-28,002594.SZ,213912.72
2023-06-28,600036.SH,211936.61
2023-06-29,600000.SH,139377.42
2023-06-29,600519.SH,149181.41
2023-06-29,000001.SZ,176048.6
2023-06-29,300750.SZ,210930.83
2023-06-29,601318.SH,190804.76
2023-06-29,000858.SZ,200536.2
2023-06-29,002594.SZ,356925.57
2023-06-29,600036.SH,279796.02
2023-06-30,600000.SH,225722.74
2023-06-30,600519.SH,223970.42
2023-06-30,000001.SZ,246265.01
2023-06-30,300750.SZ,147387.71
2023-06-30,601318.SH,357305.72
2023-06-30,000858.SZ,208056.82
2023-06-30,002594.SZ,212843.0
2023-06-30,600036.SH,241490.48
2023-07-03,600000.SH,294747.71
2023-07-03,600519.SH,207689.1
2023-07-03,000001.SZ,128295.11
2023-07-03,300750.SZ,151904.0
2023-07-03,601318.SH,304007.91
2023-07-03,000858.SZ,295958.26
2023-07-03,002594.SZ,187311.99
2023-07-03,600036.SH,138841.09
2023-07-04,600000.SH,186338.7
2023-07-04,600519.SH,328528.03
2023-07-04,000001.SZ,230928.06
2023-07-04,300750.SZ,241556.86
2023-07-04,601318.SH,137157.84
2023-07-04,000858.SZ,182996.38
2023-07-04,002594.SZ,367737.43
2023-07-04,600036.SH,256890.38
2023-07-05,600000.SH,246442.33
2023-07-05,600519.SH,412203.45
2023-07-05,000001.SZ,421332.17
2023-07-05,300750.SZ,294054.4
2023-07-05,601318.SH,155668.36
2023-07-05,000858.SZ,475377.53
2023-07-05,002594.SZ,182340.99
2023-07-05,600036.SH,271158.95
2023-07-06,600000.SH,241949.98
2023-07-06,600519.SH,196352.22
2023-07-06,000001.SZ,269570.64
2023-07-06,300750.SZ,152321.17
2023-07-06,601318.SH,245189.54
2023-07-06,000858.SZ,218216.86
2023-07-06,002594.SZ,90328.52
2023-07-06,600036.SH,149270.48
2023-07-07,600000.SH,166606.46
2023-07-07,600519.SH,119526.39
2023-07-07,000001.SZ,182599.89
2023-07-07,300750.SZ,160916.44
2023-07-07,601318.SH,291254.49
2023-07-07,000858.SZ,256885.3
2023-07-07,002594.SZ,193435.74
2023-07-07,600036.SH,331942.94
2023-07-10,600000.SH,279140.14
2023-07-10,600519.SH,421141.81
2023-07-10,000001.SZ,220850.62
2023-07-10,300750.SZ,129328.81
2023-07-10,601318.SH,144701.79
2023-07-10,000858.SZ,221943.65
2023-07-10,002594.SZ,134070.85
2023-07-10,600036.SH,224746.13
2023-07-11,600000.SH,157377.56
2023-07-11,600519.SH,323018.75
2023-07-11,000001.SZ,454667.81
2023-07-11,300750.SZ,88547.07
2023-07-11,601318.SH,174740.0
2023-07-11,000858.SZ,293622.35
2023-07-11,002594.SZ,138989.79
2023-07-11,600036.SH,379804.54
2023-07-12,600000.SH,347091.47
2023-07-12,600519.SH,97512.46
2023-07-12,000001.SZ,135391.77
2023-07-12,300750.SZ,237567.99
2023-07-12,601318.SH,303475.84
2023-07-12,000858.SZ,107040.53
2023-07-12,002594.SZ,229820.47
2023-07-12,600036.SH,203208.77
2023-07-13,600000.SH,302382.75
2023-07-13,600519.SH,136554.27
2023-07-13,000001.SZ,175264.44
2023-07-13,300750.SZ,289342.45
2023-07-13,601318.SH,246186.5
2023-07-13,000858.SZ,147619.46
2023-07-13,002594.SZ,117255.69
2023-07-13,600036.SH,147115.44
2023-07-14,600000.SH,148351.79
2023-07-14,600519.SH,502096.13
2023-07-14,000001.SZ,250885.63
2023-07-14,300750.SZ,263491.32
2023-07-14,601318.SH,243990.89
2023-07-14,000858.SZ,317711.63
2023-07-14,002594.SZ,252994.08
2023-07-14,600036.SH,182632.7
2023-07-17,600000.SH,207404.12
2023-07-17,600519.SH,140136.55
2023-07-17,000001.SZ,168384.88
2023-07-17,300750.SZ,211185.21
2023-07-17,601318.SH,363140.13
2023-07-17,000858.SZ,545355.94
2023-07-17,002594.SZ,112988.88
2023-07-17,600036.SH,300966.61
2023-07-18,600000.SH,293889.14
2023-07-18,600519.SH,279198.69
2023-07-18,000001.SZ,127138.66
2023-07-18,300750.SZ,327363.21
2023-07-18,601318.SH,155874.68
2023-07-18,000858.SZ,165384.2
2023-07-18,002594.SZ,210966.37
2023-07-18,600036.SH,120443.12
2023-07-19,600000.SH,396708.06
2023-07-19,600519.SH,300881.05
2023-07-19,000001.SZ,181831.06
2023-07-19,300750.SZ,377045.09
2023-07-19,601318.SH,140561.59
2023-07-19,000858.SZ,324369.14
2023-07-19,002594.SZ,166331.71
2023-07-19,600036.SH,225179.51
2023-07-20,600000.SH,608894.04
2023-07-20,600519.SH,157064.57
2023-07-20,000001.SZ,128183.19
2023-07-20,300750.SZ,127503.8
2023-07-20,601318.SH,183935.73
2023-07-20,000858.SZ,247161.95
2023-07-20,002594.SZ,273248.48
2023-07-20,600036.SH,142480.15
2023-07-21,600000.SH,155893.11
2023-07-21,600519.SH,224304.11
2023-07-21,000001.SZ,104421.82
2023-07-21,300750.SZ,102766.47
2023-07-21,601318.SH,288833.17
2023-07-21,000858.SZ,145415.05
2023-07-21,002594.SZ,163308.67
2023-07-21,600036.SH,386305.73
2023-07-24,600000.SH,324480.01
2023-07-24,600519.SH,117195.71
2023-07-24,000001.SZ,328347.76
2023-07-24,300750.SZ,208994.64
2023-07-24,601318.SH,165786.58
2023-07-24,000858.SZ,402785.87
2023-07-24,002594.SZ,271366.47
2023-07-24,600036.SH,226298.58
2023-07-25,600000.SH,362286.45
2023-07-25,600519.SH,339974.48
2023-07-25,000001.SZ,165078.42
2023-07-25,300750.SZ,132544.32
2023-07-25,601318.SH,194811.72
2023-07-25,000858.SZ,130171.23
2023-07-25,002594.SZ,369118.8
2023-07-25,600036.SH,132767.74
2023-07-26,600000.SH,270880.21
2023-07-26,600519.SH,172280.51
2023-07-26,000001.SZ,466279.71
2023-07-26,300750.SZ,227843.43
2023-07-26,601318.SH,377590.13
2023-07-26,000858.SZ,166186.6
2023-07-26,002594.SZ,184443.75
2023-07-26,600036.SH,210649.89
2023-07-27,600000.SH,454151.73
2023-07-27,600519.SH,112529.06
2023-07-27,000001.SZ,187676.48
2023-07-27,300750.SZ,134104.8
2023-07-27,601318.SH,119148.4
2023-07-27,000858.SZ,267776.03
2023-07-27,002594.SZ,378040.11
2023-07-27,600036.SH,276139.04
2023-07-28,600000.SH,347151.37
2023-07-28,600519.SH,369827.81
2023-07-28,000001.SZ,230440.44
2023-07-28,300750.SZ,112982.06
2023-07-28,601318.SH,262817.78
2023-07-28,000858.SZ,416083.78
2023-07-28,002594.SZ,159718.19
2023-07-28,600036.SH,176052.81
2023-07-31,600000.SH,435329.17
2023-07-31,600519.SH,275208.35
2023-07-31,000001.SZ,112590.6
2023-07-31,300750.SZ,237876.04
2023-07-31,601318.SH,275795.92
2023-07-31,000858.SZ,308035.93
2023-07-31,002594.SZ,240805.75
2023-07-31,600036.SH,212393.1
2023-08-01,600000.SH,165553.95
2023-08-01,600519.SH,184481.7
2023-08-01,000001.SZ,184321.92
2023-08-01,300750.SZ,200158.59
2023-08-01,601318.SH,301346.99
2023-08-01,000858.SZ,253867.19
2023-08-01,002594.SZ,107339.8
2023-08-01,600036.SH,264312.37
2023-08-02,600000.SH,125542.9
2023-08-02,600519.SH,150014.82
2023-08-02,000001.SZ,368589.65
2023-08-02,300750.SZ,170968.7
2023-08-02,601318.SH,229975.79
2023-08-02,000858.SZ,377308.77
2023-08-02,002594.SZ,252286.61
2023-08-02,600036.SH,199088.83
2023-08-03,600000.SH,179967.87
2023-08-03,600519.SH,262598.3
2023-08-03,000001.SZ,332648.65
2023-08-03,300750.SZ,174825.81
2023-08-03,601318.SH,148750.32
2023-08-03,000858.SZ,406629.13
2023-08-03,002594.SZ,152071.14
2023-08-03,600036.SH,342052.64
2023-08-04,600000.SH,172930.57
2023-08-04,600519.SH,266559.43
2023-08-04,000001.SZ,197317.84
2023-08-04,300750.SZ,283437.93
2023-08-04,601318.SH,262304.76
2023-08-04,000858.SZ,271289.39
2023-08-04,002594.SZ,117770.19
2023-08-04,600036.SH,203987.3
2023-08-07,600000.SH,223924.56
2023-08-07,600519.SH,206360.57
2023-08-07,000001.SZ,292911.08
2023-08-07,300750.SZ,246512.83
2023-08-07,601318.SH,261077.72
2023-08-07,000858.SZ,228836.65
2023-08-07,002594.SZ,363185.34
2023-08-07,600036.SH,413260.58
2023-08-08,600000.SH,121923.16
2023-08-08,600519.SH,349478.17
2023-08-08,000001.SZ,161451.92
2023-08-08,300750.SZ,450844.98
2023-08-08,601318.SH,244026.59
2023-08-08,000858.SZ,266509.11
2023-08-08,002594.SZ,222653.36
2023-08-08,600036.SH,182450.18
2023-08-09,600000.SH,154249.74
2023-08-09,600519.SH,125342.67
2023-08-09,000001.SZ,185091.3
2023-08-09,300750.SZ,205784.88
2023-08-09,601318.SH,207094.31
2023-08-09,000858.SZ,252596.66
2023-08-09,002594.SZ,236866.96
2023-08-09,600036.SH,144464.12
2023-08-10,600000.SH,191561.61
2023-08-10,600519.SH,177440.8
2023-08-10,000001.SZ,195879.28
2023-08-10,300750.SZ,185887.77
2023-08-10,601318.SH,202755.12
2023-08-10,000858.SZ,319969.41
2023-08-10,002594.SZ,164685.12
2023-08-10,600036.SH,124316.46
2023-08-11,600000.SH,166023.43
2023-08-11,600519.SH,205370.92
2023-08-11,000001.SZ,425734.37
2023-08-11,300750.SZ,256604.52
2023-08-11,601318.SH,141995.22
2023-08-11,000858.SZ,123130.41
2023-08-11,002594.SZ,205036.24
2023-08-11,600036.SH,259388.6
2023-08-14,600000.SH,278308.21
2023-08-14,600519.SH,343343.08
2023-08-14,000001.SZ,193228.89
2023-08-14,300750.SZ,241694.67
2023-08-14,601318.SH,245664.21
2023-08-14,000858.SZ,193290.52
2023-08-14,002594.SZ,213569.5
2023-08-14,600036.SH,109796.58
2023-08-15,600000.SH,151095.11
2023-08-15,600519.SH,153635.64
2023-08-15,000001.SZ,311915.7
2023-08-15,300750.SZ,531410.0
2023-08-15,601318.SH,224386.79
2023-08-15,000858.SZ,285993.06
2023-08-15,002594.SZ,193652.41
2023-08-15,600036.SH,427289.14
2023-08-16,600000.SH,168275.41
2023-08-16,600519.SH,103493.8
2023-08-16,000001.SZ,271827.69
2023-08-16,300750.SZ,203811.82
2023-08-16,601318.SH,176641.6
2023-08-16,000858.SZ,261580.62
2023-08-16,002594.SZ,113039.76
2023-08-16,600036.SH,494414.41
2023-08-17,600000.SH,403215.52
2023-08-17,600519.SH,371280.56
2023-08-17,000001.SZ,163447.83
2023-08-17,300750.SZ,210376.28
2023-08-17,601318.SH,187057.07
2023-08-17,000858.SZ,160815.98
2023-08-17,002594.SZ,186681.62
2023-08-17,600036.SH,287696.44
2023-08-18,600000.SH,451110.25
2023-08-18,600519.SH,157418.51
2023-08-18,000001.SZ,287164.28
2023-08-18,300750.SZ,384598.62
2023-08-18,601318.SH,156042.24
2023-08-18,000858.SZ,225996.3
2023-08-18,002594.SZ,175014.0
2023-08-18,600036.SH,145762.37
2023-08-21,600000.SH,156538.9
2023-08-21,600519.SH,311688.33
2023-08-21,000001.SZ,269280.58
2023-08-21,300750.SZ,424136.53
2023-08-21,601318.SH,522095.22
2023-08-21,000858.SZ,101123.8
2023-08-21,002594.SZ,389296.72
2023-08-21,600036.SH,526930.66
2023-08-22,600000.SH,193897.98
2023-08-22,600519.SH,349581.69
2023-08-22,000001.SZ,329062.48
2023-08-22,300750.SZ,264215.62
2023-08-22,601318.SH,97331.11
2023-08-22,000858.SZ,348633.33
2023-08-22,002594.SZ,165043.66
2023-08-22,600036.SH,217857.16
2023-08-23,600000.SH,186910.81
2023-08-23,600519.SH,392260.99
2023-08-23,000001.SZ,220763.76
2023-08-23,300750.SZ,213347.51
2023-08-23,601318.SH,163325.09
2023-08-23,000858.SZ,156948.08
2023-08-23,002594.SZ,149151.22
2023-08-23,600036.SH,231053.38
2023-08-24,600000.SH,355342.32
2023-08-24,600519.SH,270726.47
2023-08-24,000001.SZ,449832.79
2023-08-24,300750.SZ,157475.27
2023-08-24,601318.SH,312612.11
2023-08-24,000858.SZ,174381.39
2023-08-24,002594.SZ,187313.28
2023-08-24,600036.SH,483157.13
2023-08-25,600000.SH,418466.4
2023-08-25,600519.SH,235181.3
2023-08-25,000001.SZ,330339.05
2023-08-25,300750.SZ,156584.29
2023-08-25,601318.SH,302711.07
2023-08-25,000858.SZ,145002.25
2023-08-25,002594.SZ,178203.39
2023-08-25,600036.SH,162858.54
2023-08-28,600000.SH,291013.13
2023-08-28,600519.SH,250467.62
2023-08-28,000001.SZ,360088.49
2023-08-28,300750.SZ,328109.21
2023-08-28,601318.SH,240113.84
2023-08-28,000858.SZ,323907.56
2023-08-28,002594.SZ,115254.78
2023-08-28,600036.SH,145932.3
2023-08-29,600000.SH,267878.31
2023-08-29,600519.SH,247226.78
2023-08-29,000001.SZ,176594.78
2023-08-29,300750.SZ,138497.53
2023-08-29,601318.SH,171936.1
2023-08-29,000858.SZ,121885.98
2023-08-29,002594.SZ,319255.27
2023-08-29,600036.SH,148727.63
2023-08-30,600000.SH,291809.89
2023-08-30,600519.SH,183276.31
2023-08-30,000001.SZ,196614.28
2023-08-30,300750.SZ,354941.09
2023-08-30,601318.SH,126232.2
2023-08-30,000858.SZ,238847.87
2023-08-30,002594.SZ,166405.0
2023-08-30,600036.SH,189040.75
2023-08-31,600000.SH,245606.78
2023-08-31,600519.SH,186552.8
2023-08-31,000001.SZ,153937.54
2023-08-31,300750.SZ,404543.06
2023-08-31,601318.SH,218783.53
2023-08-31,000858.SZ,154900.84
2023-08-31,002594.SZ,109412.75
2023-08-31,600036.SH,199813.63
2023-09-01,600000.SH,209105.76
2023-09-01,600519.SH,168356.16
2023-09-01,000001.SZ,301518.21
2023-09-01,300750.SZ,244310.31
2023-09-01,601318.SH,347960.17
2023-09-01,000858.SZ,109669.59
2023-09-01,002594.SZ,172723.86
2023-09-01,600036.SH,105852.95
2023-09-04,600000.SH,130287.29
2023-09-04,600519.SH,367910.01
2023-09-04,000001.SZ,140093.85
2023-09-04,300750.SZ,121586.42
2023-09-04,601318.SH,300627.3
2023-09-04,000858.SZ,263005.16
2023-09-04,002594.SZ,238577.56
2023-09-04,600036.SH,191260.01
2023-09-05,600000.SH,172376.8
2023-09-05,600519.SH,271962.8
2023-09-05,000001.SZ,197816.17
2023-09-05,300750.SZ,165806.57
2023-09-05,601318.SH,270518.33
2023-09-05,000858.SZ,160576.86
2023-09-05,002594.SZ,147032.94
2023-09-05,600036.SH,156340.51
2023-09-06,600000.SH,333267.34
2023-09-06,600519.SH,114167.39
2023-09-06,000001.SZ,127350.53
2023-09-06,300750.SZ,139663.88
2023-09-06,601318.SH,309548.12
2023-09-06,000858.SZ,165379.63
2023-09-06,002594.SZ,195684.06
2023-09-06,600036.SH,199499.84
2023-09-07,600000.SH,391068.65
2023-09-07,600519.SH,188225.62
2023-09-07,000001.SZ,188277.62
2023-09-07,300750.SZ,184226.36
2023-09-07,601318.SH,379426.72
2023-09-07,000858.SZ,128405.95
2023-09-07,002594.SZ,211325.23
2023-09-07,600036.SH,549033.98
2023-09-08,600000.SH,290630.92
2023-09-08,600519.SH,390126.29
2023-09-08,000001.SZ,243579.65
2023-09-08,300750.SZ,178285.66
2023-09-08,601318.SH,508149.92
2023-09-08,000858.SZ,443326.44
2023-09-08,002594.SZ,239255.17
2023-09-08,600036.SH,114244.34
2023-09-11,600000.SH,250453.3
2023-09-11,600519.SH,184335.62
2023-09-11,000001.SZ,377032.27
2023-09-11,300750.SZ,285676.12
2023-09-11,601318.SH,136915.52
2023-09-11,000858.SZ,203119.21
2023-09-11,002594.SZ,272308.24
2023-09-11,600036.SH,359062.44
2023-09-12,600000.SH,125725.29
2023-09-12,600519.SH,185604.73
2023-09-12,000001.SZ,155091.92
2023-09-12,300750.SZ,149016.08
2023-09-12,601318.SH,265813.67
2023-09-12,000858.SZ,236030.02
2023-09-12,002594.SZ,218051.05
2023-09-12,600036.SH,186745.24
2023-09-13,600000.SH,298696.62
2023-09-13,600519.SH,166846.78
2023-09-13,000001.SZ,182226.47
2023-09-13,300750.SZ,215397.72
2023-09-13,601318.SH,143916.5
2023-09-13,000858.SZ,318238.29
2023-09-13,002594.SZ,122346.39
2023-09-13,600036.SH,127701.21
2023-09-14,600000.SH,101275.85
2023-09-14,600519.SH,257964.11
2023-09-14,000001.SZ,122606.45
2023-09-14,300750.SZ,167337.99
2023-09-14,601318.SH,222468.64
2023-09-14,000858.SZ,165492.47
2023-09-14,002594.SZ,139458.29
2023-09-14,600036.SH,349054.49
2023-09-15,600000.SH,265386.61
2023-09-15,600519.SH,116357.8
2023-09-15,000001.SZ,213249.37
2023-09-15,300750.SZ,129820.89
2023-09-15,601318.SH,350832.94
2023-09-15,000858.SZ,220115.92
2023-09-15,002594.SZ,123895.95
2023-09-15,600036.SH,162924.35
2023-09-18,600000.SH,203401.36
2023-09-18,600519.SH,327645.14
2023-09-18,000001.SZ,228758.81
2023-09-18,300750.SZ,121026.27
2023-09-18,601318.SH,251814.36
2023-09-18,000858.SZ,224191.87
2023-09-18,002594.SZ,308786.58
2023-09-18,600036.SH,333223.29
2023-09-19,600000.SH,147934.86
2023-09-19,600519.SH,191112.02
2023-09-19,000001.SZ,355921.66
2023-09-19,300750.SZ,225637.64
2023-09-19,601318.SH,185495.96
2023-09-19,000858.SZ,157597.47
2023-09-19,002594.SZ,336483.99
2023-09-19,600036.SH,127236.89
2023-09-20,600000.SH,321217.11
2023-09-20,600519.SH,157068.42
2023-09-20,000001.SZ,154319.71
2023-09-20,300750.SZ,156189.12
2023-09-20,601318.SH,158203.4
2023-09-20,000858.SZ,184288.32
2023-09-20,002594.SZ,215446.16
2023-09-20,600036.SH,112022.65
2023-09-21,600000.SH,297108.8
2023-09-21,600519.SH,347785.58
2023-09-21,000001.SZ,201029.9
2023-09-21,300750.SZ,232930.6
2023-09-21,601318.SH,302410.0
2023-09-21,000858.SZ,281611.99
2023-09-21,002594.SZ,123895.06
2023-09-21,600036.SH,242556.68
2023-09-22,600000.SH,404375.08
2023-09-22,600519.SH,205331.85
2023-09-22,000001.SZ,365397.0
2023-09-22,300750.SZ,153750.13
2023-09-22,601318.SH,195529.35
2023-09-22,000858.SZ,157279.41
2023-09-22,002594.SZ,417890.61
